Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2026-03-28,S001,P0014,Bakery,Northeast,1463,26,448,24,3.32,0.15,Snowy,1,3.86,Spring
2026-03-28,S001,P0015,Produce,Northeast,516,25,0,21,2.87,0,Snowy,1,3.03,Spring
2026-03-28,S001,P0016,Produce,Northeast,439,21,0,23,3.05,0.15,Snowy,0,2.73,Spring
2026-03-28,S001,P0017,Meat,Northeast,5,23,0,24,9.89,0,Sunny,0,9.98,Spring
2026-03-28,S001,P0018,Meat,Northeast,1879,29,68,28,9.6,0,Snowy,0,11.04,Spring
2026-03-28,S001,P0019,Canned Goods,Northeast,146,63,173,65,1.98,0,Snowy,0,1.62,Spring
2026-03-28,S001,P0020,Canned Goods,Northeast,0,49,0,52,2.03,0,Windy,1,1.71,Spring
2026-03-28,S002,P0001,Snacks,Southeast,3,33,0,31,4.84,0.15,Sunny,0,4.3,Spring
2026-03-28,S002,P0002,Snacks,Southeast,3,12,0,10,4.84,0.15,Snowy,1,4.87,Spring
2026-03-28,S002,P0003,Beverages,Southeast,1604,48,0,48,2.4,0,Sunny,1,2.06,Spring
2026-03-28,S002,P0004,Beverages,Southeast,544,10,0,10,2.45,0,Rainy,0,2.67,Spring
2026-03-28,S002,P0005,Dairy,Southeast,0,26,0,28,4.1,0,Rainy,0,3.25,Spring
2026-03-28,S002,P0006,Dairy,Southeast,1760,43,60,48,4.05,0,Windy,0,4.64,Spring
2026-03-28,S002,P0007,Beverages,Southeast,4,26,0,24,2.61,0.05,Snowy,0,2.14,Spring
2026-03-28,S002,P0008,Frozen Foods,Southeast,0,53,0,47,7.09,0,Snowy,0,8.06,Spring
2026-03-28,S002,P0009,Personal Care,Southeast,1239,39,60,42,8.19,0.05,Snowy,0,8.63,Spring
2026-03-28,S002,P0010,Snacks,Southeast,14,8,0,8,4.92,0.05,Snowy,0,4.91,Spring
2026-03-28,S002,P0011,Household,Southeast,2120,41,248,39,12.76,0.05,Rainy,0,11.46,Spring
2026-03-28,S002,P0012,Household,Southeast,1137,5,0,5,13.29,0.2,Windy,0,12.8,Spring
2026-03-28,S002,P0013,Bakery,Southeast,1568,50,455,48,3.42,0.05,Rainy,0,3.55,Spring
2026-03-28,S002,P0014,Bakery,Southeast,890,31,476,26,3.39,0.1,Rainy,0,4.1,Spring
2026-03-28,S002,P0015,Produce,Southeast,1099,2,0,2,2.96,0.15,Rainy,0,3.28,Spring
2026-03-28,S002,P0016,Produce,Southeast,1905,51,129,52,3.08,0,Snowy,0,2.69,Spring
2026-03-28,S002,P0017,Meat,Southeast,460,7,440,6,10.42,0.1,Windy,0,11.49,Spring
2026-03-28,S002,P0018,Meat,Southeast,1637,38,0,33,9.5,0.2,Sunny,0,8.35,Spring
2026-03-28,S002,P0019,Canned Goods,Southeast,0,48,0,51,2.08,0,Sunny,0,2.32,Spring
2026-03-28,S002,P0020,Canned Goods,Southeast,1802,28,474,27,2.03,0,Cloudy,1,2.04,Spring
2026-03-28,S003,P0001,Snacks,Midwest,1503,18,0,17,5.01,0.1,Snowy,0,5.09,Spring
2026-03-28,S003,P0002,Snacks,Midwest,1455,38,0,43,5.07,0,Snowy,1,4.07,Spring
2026-03-28,S003,P0003,Beverages,Midwest,1310,12,292,11,2.56,0.1,Cloudy,0,2.57,Spring
2026-03-28,S003,P0004,Beverages,Midwest,53,24,60,27,2.51,0,Sunny,0,2.06,Spring
2026-03-28,S003,P0005,Dairy,Midwest,316,3,203,3,3.83,0.2,Rainy,0,3.7,Spring
2026-03-28,S003,P0006,Dairy,Midwest,0,62,0,59,4.18,0.05,Sunny,0,4.13,Spring
2026-03-28,S003,P0007,Beverages,Midwest,638,60,0,54,2.44,0.1,Sunny,0,2.89,Spring
2026-03-28,S003,P0008,Frozen Foods,Midwest,1566,29,0,26,7.34,0,Sunny,0,8.37,Spring
2026-03-28,S003,P0009,Personal Care,Midwest,1689,33,0,31,8.09,0.2,Windy,1,8.74,Spring
2026-03-28,S003,P0010,Snacks,Midwest,167,21,152,20,4.76,0.15,Cloudy,0,4.66,Spring
2026-03-28,S003,P0011,Household,Midwest,2326,57,487,55,12.78,0,Cloudy,0,12.93,Spring
2026-03-28,S003,P0012,Household,Midwest,20,16,0,17,13.53,0.2,Windy,0,10.51,Spring
2026-03-28,S003,P0013,Bakery,Midwest,13,17,0,15,3.38,0,Rainy,0,3.12,Spring
2026-03-28,S003,P0014,Bakery,Midwest,15,9,0,9,3.57,0,Windy,1,3.61,Spring
2026-03-28,S003,P0015,Produce,Midwest,1827,49,0,53,2.87,0,Sunny,0,2.63,Spring
2026-03-28,S003,P0016,Produce,Midwest,1174,63,0,55,3.12,0,Snowy,0,2.67,Spring
2026-03-28,S003,P0017,Meat,Midwest,1924,8,90,7,10.02,0.05,Rainy,0,9.97,Spring
2026-03-28,S003,P0018,Meat,Midwest,504,63,0,67,10.08,0.2,Sunny,0,10.02,Spring
2026-03-28,S003,P0019,Canned Goods,Midwest,17,1,0,0,2.0,0,Sunny,0,1.65,Spring
2026-03-28,S003,P0020,Canned Goods,Midwest,1697,19,0,17,2.02,0.1,Cloudy,0,2.0,Spring
2026-03-28,S004,P0001,Snacks,West,1577,37,0,40,5.11,0.1,Sunny,0,5.92,Spring
2026-03-28,S004,P0002,Snacks,West,9,10,0,8,4.77,0,Sunny,0,5.62,Spring
2026-03-28,S004,P0003,Beverages,West,652,26,441,22,2.55,0,Cloudy,0,2.9,Spring
2026-03-28,S004,P0004,Beverages,West,7,26,0,26,2.55,0,Snowy,0,2.8,Spring
2026-03-28,S004,P0005,Dairy,West,222,5,203,4,4.19,0,Rainy,0,3.26,Spring
2026-03-28,S004,P0006,Dairy,West,1747,44,288,41,4.11,0.05,Snowy,0,3.93,Spring
2026-03-28,S004,P0007,Beverages,West,445,10,427,9,2.37,0,Cloudy,0,2.86,Spring
2026-03-28,S004,P0008,Frozen Foods,West,0,17,0,16,7.21,0,Rainy,0,6.11,Spring
2026-03-28,S004,P0009,Personal Care,West,992,10,250,8,8.35,0,Snowy,0,7.82,Spring
2026-03-28,S004,P0010,Snacks,West,11,13,0,11,4.98,0.15,Snowy,0,5.88,Spring
2026-03-28,S004,P0011,Household,West,1638,3,0,2,12.48,0,Snowy,0,11.13,Spring
2026-03-28,S004,P0012,Household,West,1250,7,0,6,12.36,0,Rainy,0,12.01,Spring
2026-03-28,S004,P0013,Bakery,West,8,10,0,10,3.5,0,Cloudy,0,4.0,Spring
2026-03-28,S004,P0014,Bakery,West,848,16,0,13,3.44,0,Rainy,0,3.75,Spring
2026-03-28,S004,P0015,Produce,West,1736,27,210,29,3.01,0.1,Cloudy,0,3.47,Spring
2026-03-28,S004,P0016,Produce,West,1221,28,0,29,3.02,0.2,Rainy,0,2.95,Spring
2026-03-28,S004,P0017,Meat,West,371,8,0,7,9.64,0,Sunny,0,9.84,Spring
2026-03-28,S004,P0018,Meat,West,406,24,0,20,9.88,0,Cloudy,0,9.45,Spring
2026-03-28,S004,P0019,Canned Goods,West,6,17,0,15,1.89,0,Windy,0,1.71,Spring
2026-03-28,S004,P0020,Canned Goods,West,1336,23,213,26,2.01,0.1,Rainy,0,2.11,Spring
2026-03-28,S005,P0001,Snacks,Southwest,0,73,0,68,4.77,0,Windy,0,4.56,Spring
2026-03-28,S005,P0002,Snacks,Southwest,23,12,0,11,4.84,0,Sunny,1,5.28,Spring
2026-03-28,S005,P0003,Beverages,Southwest,241,31,238,33,2.61,0.05,Snowy,0,2.58,Spring
2026-03-28,S005,P0004,Beverages,Southwest,326,7,0,6,2.41,0.1,Snowy,0,2.58,Spring
2026-03-28,S005,P0005,Dairy,Southwest,1799,19,0,16,3.92,0.05,Cloudy,1,4.52,Spring
2026-03-28,S005,P0006,Dairy,Southwest,239,17,63,17,3.95,0,Windy,0,3.25,Spring
2026-03-28,S005,P0007,Beverages,Southwest,513,32,0,35,2.38,0.15,Rainy,0,2.92,Spring
2026-03-28,S005,P0008,Frozen Foods,Southwest,18,22,0,24,6.8,0.2,Cloudy,0,6.54,Spring
2026-03-28,S005,P0009,Personal Care,Southwest,1988,14,0,13,8.53,0.1,Snowy,0,8.14,Spring
2026-03-28,S005,P0010,Snacks,Southwest,146,8,0,8,4.96,0,Cloudy,0,4.1,Spring
2026-03-28,S005,P0011,Household,Southwest,913,57,0,59,13.25,0.05,Sunny,1,14.33,Spring
2026-03-28,S005,P0012,Household,Southwest,0,61,0,61,12.76,0.2,Snowy,1,14.37,Spring
2026-03-28,S005,P0013,Bakery,Southwest,2235,29,392,29,3.33,0.1,Sunny,0,3.61,Spring
2026-03-28,S005,P0014,Bakery,Southwest,1037,11,0,11,3.44,0.2,Rainy,0,3.0,Spring
2026-03-28,S005,P0015,Produce,Southwest,23,6,0,5,2.95,0.05,Rainy,0,3.29,Spring
2026-03-28,S005,P0016,Produce,Southwest,0,35,0,39,2.96,0.15,Cloudy,0,2.92,Spring
2026-03-28,S005,P0017,Meat,Southwest,1279,60,393,54,9.6,0.05,Sunny,0,11.49,Spring
2026-03-28,S005,P0018,Meat,Southwest,317,37,0,40,10.16,0.1,Cloudy,0,8.21,Spring
2026-03-28,S005,P0019,Canned Goods,Southwest,641,4,0,3,1.9,0,Rainy,0,2.28,Spring
2026-03-28,S005,P0020,Canned Goods,Southwest,1993,33,418,35,1.98,0.05,Windy,0,2.32,Spring
2026-03-29,S001,P0001,Snacks,Northeast,5,15,0,16,5.07,0,Sunny,0,5.76,Spring
2026-03-29,S001,P0002,Snacks,Northeast,1451,60,0,66,5.21,0,Cloudy,0,5.45,Spring
2026-03-29,S001,P0003,Beverages,Northeast,163,5,0,4,2.53,0.05,Cloudy,1,2.41,Spring
2026-03-29,S001,P0004,Beverages,Northeast,24,1,0,1,2.44,0,Snowy,0,2.88,Spring
2026-03-29,S001,P0005,Dairy,Northeast,1512,43,0,48,4.09,0.15,Sunny,0,4.68,Spring
2026-03-29,S001,P0006,Dairy,Northeast,651,33,0,35,3.97,0.1,Windy,0,3.23,Spring
2026-03-29,S001,P0007,Beverages,Northeast,786,19,0,17,2.46,0.05,Sunny,1,2.42,Spring
2026-03-29,S001,P0008,Frozen Foods,Northeast,786,7,0,7,6.67,0,Cloudy,0,7.6,Spring
2026-03-29,S001,P0009,Personal Care,Northeast,2,26,0,27,8.88,0,Rainy,0,9.54,Spring
2026-03-29,S001,P0010,Snacks,Northeast,1263,13,72,13,5.09,0.2,Rainy,0,5.47,Spring
2026-03-29,S001,P0011,Household,Northeast,1781,30,0,29,12.95,0,Cloudy,0,12.32,Spring
2026-03-29,S001,P0012,Household,Northeast,1539,6,0,6,12.79,0,Windy,0,12.82,Spring
2026-03-29,S001,P0013,Bakery,Northeast,12,5,0,5,3.58,0.05,Windy,0,4.13,Spring
2026-03-29,S001,P0014,Bakery,Northeast,1016,22,0,20,3.44,0.05,Snowy,0,4.0,Spring
2026-03-29,S001,P0015,Produce,Northeast,514,27,0,27,3.1,0.15,Rainy,0,3.04,Spring
2026-03-29,S001,P0016,Produce,Northeast,426,43,0,49,3.08,0.2,Snowy,1,2.89,Spring
2026-03-29,S001,P0017,Meat,Northeast,12,10,0,10,10.07,0,Windy,0,8.65,Spring
2026-03-29,S001,P0018,Meat,Northeast,1808,33,0,32,9.82,0.2,Cloudy,0,9.57,Spring
2026-03-29,S001,P0019,Canned Goods,Northeast,0,56,0,57,2.04,0.15,Sunny,0,2.1,Spring
2026-03-29,S001,P0020,Canned Goods,Northeast,0,22,0,23,2.07,0.1,Sunny,0,2.32,Spring
2026-03-29,S002,P0001,Snacks,Southeast,4,29,0,31,4.89,0,Windy,0,5.89,Spring
2026-03-29,S002,P0002,Snacks,Southeast,3,11,0,10,4.84,0.2,Sunny,1,4.9,Spring
2026-03-29,S002,P0003,Beverages,Southeast,1850,22,233,18,2.51,0,Snowy,0,2.29,Spring
2026-03-29,S002,P0004,Beverages,Southeast,543,11,0,11,2.61,0.05,Cloudy,0,2.25,Spring
2026-03-29,S002,P0005,Dairy,Southeast,436,50,458,53,4.1,0.05,Windy,0,3.75,Spring
2026-03-29,S002,P0006,Dairy,Southeast,1688,61,0,58,4.17,0.2,Sunny,0,4.06,Spring
2026-03-29,S002,P0007,Beverages,Southeast,6,21,0,20,2.55,0,Windy,0,2.03,Spring
2026-03-29,S002,P0008,Frozen Foods,Southeast,446,42,447,38,6.93,0,Rainy,0,7.48,Spring
2026-03-29,S002,P0009,Personal Care,Southeast,1495,24,309,20,8.22,0,Windy,0,9.93,Spring
2026-03-29,S002,P0010,Snacks,Southeast,12,12,0,12,5.09,0.05,Rainy,0,4.58,Spring
2026-03-29,S002,P0011,Household,Southeast,1877,29,0,28,13.23,0.2,Sunny,0,12.92,Spring
2026-03-29,S002,P0012,Household,Southeast,1137,4,0,4,12.4,0,Rainy,0,13.94,Spring
2026-03-29,S002,P0013,Bakery,Southeast,1278,50,167,54,3.65,0,Sunny,0,2.98,Spring
2026-03-29,S002,P0014,Bakery,Southeast,403,49,0,48,3.44,0.15,Snowy,1,3.53,Spring
2026-03-29,S002,P0015,Produce,Southeast,1099,3,0,2,2.85,0.05,Windy,0,2.47,Spring
2026-03-29,S002,P0016,Produce,Southeast,1788,28,0,27,2.99,0,Rainy,1,2.59,Spring
2026-03-29,S002,P0017,Meat,Southeast,20,6,0,5,10.49,0,Windy,0,8.26,Spring
2026-03-29,S002,P0018,Meat,Southeast,1778,42,144,37,9.53,0,Rainy,0,10.98,Spring
2026-03-29,S002,P0019,Canned Goods,Southeast,3,30,0,30,1.89,0.1,Cloudy,0,1.6,Spring
2026-03-29,S002,P0020,Canned Goods,Southeast,1322,36,0,40,2.06,0.2,Rainy,0,1.97,Spring
2026-03-29,S003,P0001,Snacks,Midwest,1505,13,0,12,5.06,0.1,Sunny,1,4.25,Spring
2026-03-29,S003,P0002,Snacks,Midwest,1453,40,0,39,5.23,0,Windy,0,5.24,Spring
2026-03-29,S003,P0003,Beverages,Midwest,1020,8,0,9,2.57,0.05,Sunny,0,2.03,Spring
2026-03-29,S003,P0004,Beverages,Midwest,0,29,0,26,2.55,0,Snowy,0,2.83,Spring
2026-03-29,S003,P0005,Dairy,Midwest,227,4,115,4,4.11,0.05,Rainy,0,4.02,Spring
2026-03-29,S003,P0006,Dairy,Midwest,66,51,88,52,3.96,0.1,Sunny,0,4.43,Spring
2026-03-29,S003,P0007,Beverages,Midwest,642,51,0,47,2.44,0.15,Cloudy,0,2.53,Spring
2026-03-29,S003,P0008,Frozen Foods,Midwest,1764,44,207,44,6.91,0.2,Windy,0,8.17,Spring
2026-03-29,S003,P0009,Personal Care,Midwest,1688,32,0,31,8.14,0.05,Cloudy,0,8.89,Spring
2026-03-29,S003,P0010,Snacks,Midwest,18,15,0,16,5.18,0.1,Windy,0,5.84,Spring
2026-03-29,S003,P0011,Household,Midwest,1849,36,0,34,12.74,0.2,Cloudy,0,12.53,Spring
2026-03-29,S003,P0012,Household,Midwest,19,16,0,17,13.5,0,Cloudy,0,13.96,Spring
2026-03-29,S003,P0013,Bakery,Midwest,4,33,0,30,3.48,0.1,Rainy,1,3.8,Spring
2026-03-29,S003,P0014,Bakery,Midwest,13,12,0,12,3.54,0,Rainy,0,3.92,Spring
2026-03-29,S003,P0015,Produce,Midwest,2087,29,250,30,3.12,0.05,Windy,0,2.7,Spring
2026-03-29,S003,P0016,Produce,Midwest,1305,28,113,30,3.13,0,Sunny,0,3.51,Spring
2026-03-29,S003,P0017,Meat,Midwest,1826,22,0,22,9.91,0,Sunny,0,10.5,Spring
2026-03-29,S003,P0018,Meat,Midwest,614,51,105,50,9.8,0,Rainy,1,11.03,Spring
2026-03-29,S003,P0019,Canned Goods,Midwest,16,2,0,1,2.0,0,Rainy,0,2.33,Spring
2026-03-29,S003,P0020,Canned Goods,Midwest,1689,33,0,36,2.0,0,Sunny,0,2.09,Spring
2026-03-29,S004,P0001,Snacks,West,1576,36,0,33,5.05,0.1,Cloudy,0,4.7,Spring
2026-03-29,S004,P0002,Snacks,West,9,10,0,10,4.83,0.2,Snowy,0,5.22,Spring
2026-03-29,S004,P0003,Beverages,West,187,66,0,72,2.4,0,Snowy,0,2.45,Spring
2026-03-29,S004,P0004,Beverages,West,9,20,0,18,2.37,0.15,Cloudy,0,2.85,Spring
2026-03-29,S004,P0005,Dairy,West,17,8,0,7,4.13,0.05,Snowy,0,4.37,Spring
2026-03-29,S004,P0006,Dairy,West,1820,46,364,39,4.1,0,Snowy,0,4.59,Spring
2026-03-29,S004,P0007,Beverages,West,76,13,60,13,2.46,0.05,Windy,0,2.14,Spring
2026-03-29,S004,P0008,Frozen Foods,West,477,15,478,13,6.92,0,Cloudy,0,6.36,Spring
2026-03-29,S004,P0009,Personal Care,West,904,20,168,20,8.46,0,Windy,0,9.16,Spring
2026-03-29,S004,P0010,Snacks,West,13,8,0,7,4.91,0.05,Sunny,0,5.44,Spring
2026-03-29,S004,P0011,Household,West,1730,8,95,7,12.64,0,Cloudy,0,11.27,Spring
2026-03-29,S004,P0012,Household,West,1248,10,0,11,13.61,0,Sunny,0,10.86,Spring
2026-03-29,S004,P0013,Bakery,West,6,13,0,12,3.5,0,Snowy,1,2.99,Spring
2026-03-29,S004,P0014,Bakery,West,847,17,0,15,3.42,0.1,Sunny,0,2.92,Spring
2026-03-29,S004,P0015,Produce,West,1535,10,0,9,2.98,0.05,Rainy,0,3.36,Spring
2026-03-29,S004,P0016,Produce,West,1228,13,0,11,2.87,0.2,Rainy,0,3.32,Spring
2026-03-29,S004,P0017,Meat,West,365,18,0,16,10.42,0,Sunny,0,8.68,Spring
2026-03-29,S004,P0018,Meat,West,411,13,0,13,10.38,0.05,Rainy,0,9.87,Spring
2026-03-29,S004,P0019,Canned Goods,West,5,18,0,18,1.95,0,Snowy,0,1.68,Spring
2026-03-29,S004,P0020,Canned Goods,West,1123,22,0,19,1.97,0,Cloudy,0,2.23,Spring
2026-03-29,S005,P0001,Snacks,Southwest,237,59,252,65,4.97,0.15,Windy,0,5.2,Spring
2026-03-29,S005,P0002,Snacks,Southwest,456,11,433,11,5.0,0.05,Rainy,0,4.99,Spring
2026-03-29,S005,P0003,Beverages,Southwest,0,44,0,45,2.46,0,Sunny,0,2.4,Spring
2026-03-29,S005,P0004,Beverages,Southwest,327,5,0,4,2.41,0,Rainy,0,2.63,Spring
2026-03-29,S005,P0005,Dairy,Southwest,1801,15,0,15,3.91,0,Rainy,1,3.55,Spring
2026-03-29,S005,P0006,Dairy,Southwest,474,18,299,17,3.98,0,Snowy,1,4.72,Spring
2026-03-29,S005,P0007,Beverages,Southwest,513,30,0,28,2.38,0.05,Snowy,0,2.86,Spring
2026-03-29,S005,P0008,Frozen Foods,Southwest,19,19,0,20,7.03,0,Snowy,1,6.52,Spring
2026-03-29,S005,P0009,Personal Care,Southwest,1989,12,0,10,8.15,0.15,Windy,0,6.88,Spring
2026-03-29,S005,P0010,Snacks,Southwest,146,8,0,6,4.94,0.2,Windy,0,5.23,Spring
2026-03-29,S005,P0011,Household,Southwest,922,38,0,42,13.33,0.05,Windy,1,14.44,Spring
2026-03-29,S005,P0012,Household,Southwest,1,52,0,59,12.54,0.2,Snowy,0,14.1,Spring
2026-03-29,S005,P0013,Bakery,Southwest,1838,36,0,32,3.58,0,Sunny,0,3.18,Spring
2026-03-29,S005,P0014,Bakery,Southwest,1034,15,0,12,3.36,0.05,Windy,0,3.91,Spring
2026-03-29,S005,P0015,Produce,Southwest,16,18,0,20,2.9,0,Rainy,0,2.71,Spring
2026-03-29,S005,P0016,Produce,Southwest,0,46,0,45,3.13,0.15,Snowy,1,3.19,Spring
2026-03-29,S005,P0017,Meat,Southwest,888,54,0,59,10.45,0,Windy,0,11.55,Spring
2026-03-29,S005,P0018,Meat,Southwest,297,69,0,69,10.16,0.2,Windy,0,9.11,Spring
2026-03-29,S005,P0019,Canned Goods,Southwest,641,4,0,4,1.98,0,Cloudy,0,1.83,Spring
2026-03-29,S005,P0020,Canned Goods,Southwest,1553,70,0,79,1.95,0.2,Cloudy,1,1.71,Spring
2026-03-30,S001,P0001,Snacks,Northeast,9,8,0,8,4.86,0,Sunny,0,5.0,Spring
2026-03-30,S001,P0002,Snacks,Northeast,1721,31,254,31,4.89,0,Rainy,0,5.89,Spring
2026-03-30,S001,P0003,Beverages,Northeast,164,3,0,3,2.38,0.05,Snowy,0,2.46,Spring
2026-03-30,S001,P0004,Beverages,Northeast,24,1,0,0,2.49,0.05,Snowy,0,2.4,Spring
2026-03-30,S001,P0005,Dairy,Northeast,1516,34,0,35,3.86,0,Windy,0,3.79,Spring
2026-03-30,S001,P0006,Dairy,Northeast,657,21,0,22,3.79,0.1,Snowy,0,3.34,Spring
2026-03-30,S001,P0007,Beverages,Northeast,784,20,0,22,2.37,0,Sunny,1,2.97,Spring
2026-03-30,S001,P0008,Frozen Foods,Northeast,786,5,0,5,6.7,0,Cloudy,0,5.7,Spring
2026-03-30,S001,P0009,Personal Care,Northeast,0,30,0,32,8.23,0,Snowy,0,8.46,Spring
2026-03-30,S001,P0010,Snacks,Northeast,1195,5,0,5,4.88,0,Snowy,0,4.51,Spring
2026-03-30,S001,P0011,Household,Northeast,1779,33,0,32,12.63,0,Sunny,0,12.15,Spring
2026-03-30,S001,P0012,Household,Northeast,1833,2,292,1,13.0,0,Snowy,0,15.23,Spring
2026-03-30,S001,P0013,Bakery,Northeast,11,6,0,6,3.39,0.05,Rainy,0,2.84,Spring
2026-03-30,S001,P0014,Bakery,Northeast,1019,16,0,14,3.66,0,Rainy,0,3.19,Spring
2026-03-30,S001,P0015,Produce,Northeast,514,26,0,27,2.97,0,Windy,0,2.75,Spring
2026-03-30,S001,P0016,Produce,Northeast,432,30,0,28,2.96,0,Sunny,1,3.4,Spring
2026-03-30,S001,P0017,Meat,Northeast,7,17,0,18,9.95,0.05,Cloudy,0,11.25,Spring
2026-03-30,S001,P0018,Meat,Northeast,2212,44,412,46,10.45,0.2,Windy,0,8.73,Spring
2026-03-30,S001,P0019,Canned Goods,Northeast,0,51,0,49,1.99,0,Rainy,1,1.7,Spring
2026-03-30,S001,P0020,Canned Goods,Northeast,0,27,0,30,2.03,0.05,Sunny,0,2.09,Spring
2026-03-30,S002,P0001,Snacks,Southeast,7,23,0,21,4.79,0.2,Windy,0,4.29,Spring
2026-03-30,S002,P0002,Snacks,Southeast,1,14,0,14,5.18,0.1,Windy,0,4.38,Spring
2026-03-30,S002,P0003,Beverages,Southeast,1608,35,0,34,2.54,0.1,Cloudy,0,2.74,Spring
2026-03-30,S002,P0004,Beverages,Southeast,547,4,0,3,2.52,0.2,Sunny,0,2.87,Spring
2026-03-30,S002,P0005,Dairy,Southeast,0,57,0,64,4.12,0,Snowy,0,4.61,Spring
2026-03-30,S002,P0006,Dairy,Southeast,1697,43,0,45,4.02,0.05,Cloudy,1,3.56,Spring
2026-03-30,S002,P0007,Beverages,Southeast,475,20,470,18,2.37,0,Sunny,0,2.26,Spring
2026-03-30,S002,P0008,Frozen Foods,Southeast,320,52,329,44,7.25,0.15,Cloudy,0,7.45,Spring
2026-03-30,S002,P0009,Personal Care,Southeast,1179,34,0,34,8.53,0.2,Sunny,0,9.94,Spring
2026-03-30,S002,P0010,Snacks,Southeast,14,7,0,6,5.07,0,Snowy,1,5.28,Spring
2026-03-30,S002,P0011,Household,Southeast,1865,48,0,42,13.31,0,Rainy,0,13.88,Spring
2026-03-30,S002,P0012,Household,Southeast,1136,5,0,5,12.81,0.2,Cloudy,0,13.21,Spring
2026-03-30,S002,P0013,Bakery,Southeast,1121,30,0,34,3.62,0.2,Sunny,0,2.88,Spring
2026-03-30,S002,P0014,Bakery,Southeast,411,32,0,36,3.36,0.05,Cloudy,1,3.86,Spring
2026-03-30,S002,P0015,Produce,Southeast,1099,2,0,1,3.02,0.2,Sunny,0,2.5,Spring
2026-03-30,S002,P0016,Produce,Southeast,1788,25,0,25,2.92,0,Windy,0,3.34,Spring
2026-03-30,S002,P0017,Meat,Southeast,22,2,0,1,9.65,0.2,Windy,0,11.95,Spring
2026-03-30,S002,P0018,Meat,Southeast,1639,31,0,29,9.88,0.2,Snowy,1,10.04,Spring
2026-03-30,S002,P0019,Canned Goods,Southeast,0,34,0,30,2.02,0.2,Windy,0,1.65,Spring
2026-03-30,S002,P0020,Canned Goods,Southeast,1490,30,166,30,1.98,0,Cloudy,0,1.63,Spring
2026-03-30,S003,P0001,Snacks,Midwest,1507,9,0,7,5.07,0,Cloudy,0,5.66,Spring
2026-03-30,S003,P0002,Snacks,Midwest,1940,44,491,38,5.16,0.1,Windy,0,4.22,Spring
2026-03-30,S003,P0003,Beverages,Midwest,1022,4,0,3,2.57,0.2,Cloudy,0,2.53,Spring
2026-03-30,S003,P0004,Beverages,Midwest,0,25,0,21,2.44,0,Cloudy,0,2.99,Spring
2026-03-30,S003,P0005,Dairy,Midwest,598,3,485,3,4.18,0,Sunny,0,4.37,Spring
2026-03-30,S003,P0006,Dairy,Midwest,0,36,0,34,4.07,0.2,Rainy,0,4.15,Spring
2026-03-30,S003,P0007,Beverages,Midwest,645,42,0,36,2.43,0,Cloudy,0,2.17,Spring
2026-03-30,S003,P0008,Frozen Foods,Midwest,1564,29,0,26,6.83,0.2,Windy,0,8.14,Spring
2026-03-30,S003,P0009,Personal Care,Midwest,1699,13,0,14,8.62,0,Snowy,0,6.93,Spring
2026-03-30,S003,P0010,Snacks,Midwest,9,29,0,30,4.87,0,Rainy,1,5.89,Spring
2026-03-30,S003,P0011,Household,Midwest,1951,37,104,31,13.39,0.05,Windy,1,11.22,Spring
2026-03-30,S003,P0012,Household,Midwest,15,23,0,20,12.56,0.15,Windy,0,10.93,Spring
2026-03-30,S003,P0013,Bakery,Midwest,6,28,0,29,3.36,0.15,Windy,0,3.36,Spring
2026-03-30,S003,P0014,Bakery,Midwest,11,14,0,14,3.57,0.2,Rainy,0,3.12,Spring
2026-03-30,S003,P0015,Produce,Midwest,2202,24,363,21,3.0,0,Rainy,0,3.1,Spring
2026-03-30,S003,P0016,Produce,Midwest,1175,54,0,49,3.1,0,Snowy,0,3.12,Spring
2026-03-30,S003,P0017,Meat,Midwest,1943,6,108,6,10.24,0.15,Rainy,0,11.25,Spring
2026-03-30,S003,P0018,Meat,Midwest,512,43,0,38,9.53,0,Sunny,0,10.73,Spring
2026-03-30,S003,P0019,Canned Goods,Midwest,17,0,0,0,2.0,0.15,Rainy,0,2.25,Spring
2026-03-30,S003,P0020,Canned Goods,Midwest,1701,11,0,10,1.92,0.15,Sunny,0,1.85,Spring
2026-03-30,S004,P0001,Snacks,West,1577,33,0,32,4.84,0.15,Rainy,0,4.7,Spring
2026-03-30,S004,P0002,Snacks,West,5,15,0,14,5.21,0.05,Sunny,0,4.86,Spring
2026-03-30,S004,P0003,Beverages,West,211,23,0,24,2.5,0,Snowy,1,2.28,Spring
2026-03-30,S004,P0004,Beverages,West,150,18,140,19,2.48,0.2,Windy,1,2.44,Spring
2026-03-30,S004,P0005,Dairy,West,184,3,164,2,4.14,0.2,Snowy,0,3.62,Spring
2026-03-30,S004,P0006,Dairy,West,1459,39,0,33,3.88,0.05,Snowy,0,4.71,Spring
2026-03-30,S004,P0007,Beverages,West,16,12,0,11,2.46,0,Sunny,0,2.65,Spring
2026-03-30,S004,P0008,Frozen Foods,West,424,26,432,22,7.04,0,Rainy,0,6.3,Spring
2026-03-30,S004,P0009,Personal Care,West,742,9,0,9,8.9,0,Rainy,0,7.9,Spring
2026-03-30,S004,P0010,Snacks,West,346,8,333,8,4.74,0,Rainy,1,4.6,Spring
2026-03-30,S004,P0011,Household,West,1636,5,0,5,13.16,0.15,Windy,0,12.25,Spring
